time,day,n10d,gprd,gprd_act,gprd_threat,gprd_ma30,gprd_ma7,event,var_name,var_label,gpr_log
2017-01-12,20170112,689,129.81033325195312,95.85983276367188,167.90879821777344,114.01634979248048,104.71981811523438,,,,4.562887049140686
2017-01-13,20170113,704,127.04450225830078,103.19910430908205,140.8553009033203,114.55292510986328,104.4317398071289,,,,4.636660173834237
2017-01-16,20170116,502,72.58614349365234,39.47057342529297,98.76707458496094,110.96144104003906,89.59435272216797,,,,3.675555417699271
2017-01-17,20170117,592,100.71996307373048,122.72325897216795,102.36331939697266,111.59909057617188,94.48678588867188,,,,4.809931893428071
2017-01-18,20170118,711,102.49857330322266,120.7618179321289,85.23077392578125,112.15299987792967,89.47028350830078,,,,4.7938201588171525
2017-01-19,20170119,659,125.66645050048828,120.2684555053711,167.1929473876953,112.5204620361328,88.8782958984375,,,,4.789726373345755
2017-01-20,20170120,728,104.65530395507812,63.50714111328125,136.21173095703125,109.5028076171875,85.67984008789062,,,,4.151152358052536
2017-01-23,20170123,535,111.45087432861328,111.10781860351562,102.97209930419922,103.73614501953124,95.59207916259766,,,,4.710501068638505
2017-01-24,20170124,649,96.97809600830078,132.2983856201172,67.90764617919922,103.96642303466795,95.05752563476562,,,,4.8850598686286
2017-01-25,20170125,603,104.37609100341795,131.4376678466797,82.22399139404297,104.25432586669922,95.32574462890624,,,,4.878532730469652
2017-02-02,20170202,698,166.10296630859375,132.4733428955078,189.4214630126953,106.37135314941406,143.697021484375,,,,4.88638143949144
2017-02-03,20170203,720,184.0315399169922,100.90579223632812,252.4961853027344,108.87605285644533,152.9647979736328,,,,4.614187331423793
2017-02-06,20170206,555,83.56026458740234,47.601749420166016,109.18753814697266,109.33313751220705,138.79234313964844,,,,3.862869513086513
2017-02-07,20170207,593,184.3418731689453,167.06768798828125,195.09133911132807,114.21737670898438,138.1710968017578,,,,5.118399047592987
2017-02-08,20170208,585,101.92516326904295,90.3212661743164,103.5881805419922,112.24729919433594,131.22166442871094,,,,4.503372938502184
2017-02-09,20170209,646,92.30064392089844,112.46466064453124,76.7508773803711,113.10822296142578,120.67847442626952,,,,4.722639044691897
2017-02-10,20170210,655,212.408935546875,221.83868408203125,185.03536987304688,115.60137939453124,124.73238372802734,,,,5.401950469456316
2017-02-13,20170213,552,132.0226287841797,71.79067993164062,169.66146850585938,116.54306030273438,134.36123657226562,,,,4.273754661662647
2017-02-14,20170214,606,185.8536376953125,87.19132232666016,272.72314453125,121.76532745361328,134.57720947265625,,,,4.468104811360506
2017-02-15,20170215,641,118.85968017578124,92.73429107666016,128.9159393310547,123.30777740478516,136.9964141845703,,,,4.529738318697377
2017-02-16,20170216,650,127.40645599365234,91.45027923583984,161.03253173828125,124.19732666015624,142.01153564453125,,,,4.515795428258564
2017-02-17,20170217,711,88.52149963378906,65.02559661865234,100.72727966308594,123.73143005371094,124.3133316040039,,,,4.17478098651219
2017-02-20,20170220,450,110.41893005371094,102.74044036865234,122.42239379882812,124.67780303955078,116.91022491455078,,,,4.632205811273389
2017-02-21,20170221,571,139.23226928710938,104.10276794433594,164.0159912109375,126.48101043701172,110.25003051757812,,,,4.6453785645502
2017-02-22,20170222,626,95.24954986572266,84.40565490722656,88.0033187866211,125.9409637451172,106.8771514892578,,,,4.435634400627883
